trial,phase_distance,phase_0,phase_1,phase_2,phase_3
42,3.2239457422515065,2.2507883846461094e-06,0.10342556505839914,0.15879808505577886,0.41431587148948706
43,2.571002238560476,2.2507921329666335e-06,0.453443846765568,0.8661125598295807,0.3516234709259001
44,2.7677351809495065,2.2507908835271524e-06,0.745094436317574,0.0838465410269619,0.7505430239229445
45,2.644250678007282,2.2507896340869776e-06,0.9921564185154359,0.29837769345327114,0.21739256114850522
46,1.8928504246187858,2.2507883846461094e-06,0.4279018523098109,0.437036234275772,0.3550866967928254
47,2.5988612459587697,2.2507908835271524e-06,0.9519178235833454,0.5044539909227814,0.6806751204792614
48,2.8075094638284255,2.2507883846461094e-06,0.729254606492086,0.8507608849242777,0.32957044585223405
49,1.1664641463638108,2.2507908835271524e-06,0.4357280379921534,0.4069639010019956,0.8457868814165195
50,0.7424638474112931,2.2507908835271524e-06,0.5439570988114345,0.560089627474254,0.09339594413191765
51,2.8659847817882906,2.2507908835271524e-06,0.4186248915588332,0.9921879741586501,0.4683166296568355
52,2.838948034127733,2.2507908835271524e-06,0.6918634498568677,0.11932047615993277,0.636304469226749
53,2.826257449849518,2.2507908835271524e-06,0.401051566567742,0.09391003039971693,0.535057464649603
54,1.8439783418214442,2.2507908835271524e-06,0.49137763221487935,0.7944118642668201,0.8478454413597251
55,2.358007369189398,2.2507908835271524e-06,0.16164789379561256,0.3071975753171377,0.8146727478180285
56,1.9128493364185029,2.2507908835271524e-06,0.42538358570633117,0.6424482228086743,0.6935847611793338
57,2.5974358106570046,2.2507883846461094e-06,0.9281854043345092,0.824636946653035,0.03303603223724068
58,3.2518529589315057,2.2507908835271524e-06,0.07948934174310743,0.8173003124139164,0.49308183300277797
59,1.76076202235953,2.2507883846461094e-06,0.8326751525072196,0.524283827842575,0.9536488417980831
60,2.764164581865916,2.2507883846461094e-06,0.8498056509558517,0.003533298825459177,0.11106080900356542
61,3.180158909266182,2.2507908835271524e-06,0.9522498920847025,0.8811735339219307,0.6901275502222688
62,1.972275258742652,2.2507896340869776e-06,0.5968437334392575,0.15780560317412298,0.10710792347989877
63,2.3563718781961693,2.2507908835271524e-06,0.8320226188643741,0.6144239492565235,0.7442862348859387
64,2.7719446199629068,2.2507908835271524e-06,0.004336545724416858,0.44245554962632455,0.3917701401868805
65,2.2250635648311934,2.2507908835271524e-06,0.2834976429993755,0.7133114144246953,0.7638863272587764
66,0.9538627656569115,2.2507908835271524e-06,0.42517850390651035,0.6314495284667146,0.03517366194996329
67,2.26990622246023,2.2507908835271524e-06,0.3203987456360284,0.8842689263037105,0.1167526023597615
68,2.3310578848543733,2.2507908835271524e-06,0.7046563468875005,0.9728549908153981,0.9748201886538279
69,2.08823511918396,2.2507908835271524e-06,0.5958659029353661,0.9915967892201707,0.9828994567552787
70,2.8896412104127673,2.2507896340869776e-06,0.7906979513329553,0.8862113162537077,0.2766968291734691
71,3.4047596489570595,2.2507908835271524e-06,0.04923247930698947,0.9830300468768414,0.411499142254819
72,2.595199673659959,2.2507908835271524e-06,0.022111040121729066,0.727557436559682,0.1699024962901762
73,2.1637056638289156,2.2507896340869776e-06,0.41108012850378944,0.39915918993402894,0.48353953904125935
74,2.2957915233982846,2.2507908835271524e-06,0.7195860547375943,0.16144711149231802,0.12595237350947253
75,3.288492798925357,2.2507908835271524e-06,0.9140365583813951,0.14206936957695,0.43676222036740314
76,2.654838980131053,2.2507883846461094e-06,0.641283942716009,0.05442642859470607,0.2841905460879938
77,2.771409184831491,2.2507908835271524e-06,0.5708340435586563,0.026144040446908663,0.6134783297221853
78,1.9330159460046286,2.2507908835271524e-06,0.7103636427570557,0.5416186515437482,0.7371333720013595
79,2.337952288318321,2.2507908835271524e-06,0.6292351468138835,0.7330345354806262,0.6615744308320242
80,2.9187882060852894,2.2507908835271524e-06,0.9625877853163125,0.8690844845089456,0.814312322456546
81,2.4623210403726192,2.2507908835271524e-06,0.3477364754211054,0.30990054562136626,0.4645356568436972
82,2.687309390031074,2.2507908835271524e-06,0.13492311662091916,0.4843538089133403,0.44663620045944114
83,2.2772131112165375,2.2507896340869776e-06,0.5923829766826406,0.6727378029932971,0.573348493718681
84,2.7117128050902983,2.2507908835271524e-06,0.8262428557218604,0.6146152873307384,0.5407087815256004
85,2.4482128977574935,2.2507896340869776e-06,0.05815940799439445,0.45623567579821084,0.7459677755066282
86,2.483637008400425,2.2507908835271524e-06,0.5549195710112946,0.06576789543592487,0.2674545474643938
87,2.072020959091271,2.2507883846461094e-06,0.9135653752040638,0.38684720894329705,0.9503570585227783
88,1.7537384046009092,2.2507896340869776e-06,0.6672228364621164,0.24486333867258697,0.011258136666514488
89,2.4643167858550155,2.2507908835271524e-06,0.11173206453220919,0.5191521430082942,0.29279594579360985
90,1.9906720497982122,2.2507908835271524e-06,0.43887802262836306,0.9226546116204052,0.9648232524903566
91,2.387592588820225,2.2507908835271524e-06,0.44905463065195306,0.21178145423165087,0.6550794535184828
92,1.9876692236305407,2.2507883846461094e-06,0.5157405706371279,0.7303456842831313,0.7350643418189016
93,1.9749751684063597,2.2507908835271524e-06,0.7491295476837931,0.3691341319174424,0.1907573064887336
94,1.947641089122935,2.2507908835271524e-06,0.4402143416340036,0.5093790828236678,0.5955344477940121
95,2.3491159316526904,2.2507896340869776e-06,0.5122828597167606,0.06285254132692088,0.22332291159905257
96,2.5114255740277955,2.2507908835271524e-06,0.5023036368574851,0.8923543929387338,0.31094975544982356
97,0.9664947054251107,2.2507883846461094e-06,0.363484884738778,0.5209985310559615,0.07622218059154244
98,2.4242567412557756,2.2507896340869776e-06,0.3045765504981609,0.2934408375934065,0.34160501615645955
